Ticker,Last,Relative Strength Index (14),Exponential Moving Average (100),Exponential Moving Average (200),Exchange,Traded Volume
18CBTC,2.7e-7,47.77322904,2.9e-7,3.1e-7,HUOBI,
1STBTC,0.00000851,47.50744578,0.00000971,0.00000982,HITBTC,0.04511973
4ARTBTC,0.00000378,21.63926319,,,BITTREX,5.68492233
AACBTC,0.00000225,38.97424796,0.00000459,0.00000457,HUOBI,3287.44763579
ABBCBTC,0.00001015,40.6568181,0.00001237,,BITTREX,3284.63688364
ABSBTC,0.00000147,65.40019255,0.00000101,0.000001,BITFINEX,
ABTBTC,0.00000931,44.73018162,0.00001075,0.00001237,HUOBI,314.92334282
ABYSSBTC,0.00000148,66.74510632,0.00000103,0.00000107,BITTREX,9.30055574
ABYSSBTC,0.00000148,64.82165536,0.00000101,0.000001,HITBTC,9.30055574
ACATBTC,2e-8,57.38993835,2e-8,2e-8,HITBTC,0.82334659
ACATBTC,2e-8,57.69620075,2e-8,2e-8,KUCOIN,0.82334659
ACTBTC,8.1e-7,54.22150786,7.5e-7,7.9e-7,HUOBI,308.90959687
ACTBTC,8.1e-7,55.83758762,7.5e-7,7.8e-7,KUCOIN,308.90959687
ACTBTC,7.9e-7,49.37702491,7.6e-7,8.3e-7,HITBTC,308.90959687
ADABTC,0.00001081,36.87069693,0.00001045,0.00000885,BITTREX,29436.77711869
ADABTC,0.00001076,36.42659129,0.00001045,0.00000875,KUCOIN,29436.77711869
ADABTC,0.00001076,34.23963912,0.00001041,0.00000884,HUOBI,29436.77711869
ADABTC,0.0000108,30.74488289,,,BITFINEX,29436.77711869
ADABTC,0.00001077,36.49030779,0.00001044,0.00000885,HITBTC,29436.77711869
ADABTC,0.00001077,36.86584638,0.00001045,0.00000885,BINANCE,29436.77711869
ADBBTC,2e-7,48.48238059,1.5e-7,1.2e-7,KUCOIN,1.66299152
ADKBTC,0.00008022,58.78324008,0.00008475,0.00010867,HITBTC,139.84900409
ADTBTC,4e-8,43.46001085,5e-8,1.1e-7,BITTREX,0.01858662
ADXBTC,0.00001644,49.9564904,0.00001343,0.00001212,HITBTC,103.92953712
ADXBTC,0.00001644,47.96291344,0.0000137,0.00001224,BINANCE,103.92953712
ADXBTC,0.00001384,58.10094491,0.00000933,0.00000884,HUOBI,103.92953712
ADXBTC,0.00001631,47.44573556,0.00001365,0.0000122,BITTREX,103.92953712
AEBTC,0.00001756,65.60732557,0.00001541,0.00001738,HUOBI,1510.93471237
AEBTC,0.00001731,68.1742873,0.000015,0.00001708,HITBTC,1510.93471237
AEBTC,0.00001789,64.04798202,0.00001538,0.00001732,BINANCE,1510.93471237
AEONBTC,0.00004807,61.35729913,0.00004424,0.00004201,BITTREX,0.51259317
AEONBTC,0.00004425,52.62775855,0.00004298,0.00004061,HITBTC,0.51259317
AERGOBTC,0.00000427,47.99713333,,,HITBTC,161.61502966
AERGOBTC,0.00000481,50.76320366,0.00000385,0.00000417,KUCOIN,161.61502966
AGIBTC,0.00000588,81.11314398,0.00000258,0.00000245,KUCOIN,700.98807669
AGIBTC,0.00000679,74.16061145,0.0000026,0.00000247,BITFINEX,700.98807669
AGIBTC,0.00000584,80.03631233,0.00000258,0.00000244,BINANCE,700.98807669
AGIBTC,0.00000669,82.55946463,0.00000253,0.00000245,HITBTC,700.98807669
AIDBTC,0.00000111,66.53583831,8.9e-7,0.00000108,BITFINEX,0.08175385
AIDBTC,8.3e-7,48.43349211,9.1e-7,0.0000012,BITTREX,0.08175385
AIDOCBTC,1.5e-7,41.80153982,1.9e-7,2.4e-7,HUOBI,2.53461172
AIMBTC,0.00000314,40.63392652,,,HITBTC,4.17746588
AIONBTC,0.00001273,65.70013319,0.00001076,0.00001104,KUCOIN,1019.2305839
AIONBTC,0.00001277,65.26748881,0.00001077,0.00001104,BINANCE,1019.2305839
AKROBTC,0.00000233,57.94852171,0.0000012,9.5e-7,HUOBI,664.09027789
AKROBTC,0.00000231,56.54907764,0.00000116,7.9e-7,BITTREX,664.09027789
AKROBTC,0.00000234,56.97790658,0.00000116,7.6e-7,KUCOIN,664.09027789
ALGBTC,0.00004892,58.25022243,0.00003316,0.00003347,BITFINEX,8.83844535
ALGOBTC,0.00004868,58.31823492,0.00003311,0.00003245,BINANCE,16337.31401691
ALGOBTC,0.00004904,58.27004316,0.00003273,,HITBTC,16337.31401691
ALGOBTC,0.00004887,59.01612523,0.00003254,,BITTREX,16337.31401691
ALGOBTC,0.00004868,58.53681948,0.00003333,0.00003271,HUOBI,16337.31401691
ALGOBTC,0.00004865,58.38217035,0.00003313,0.00003259,KUCOIN,16337.31401691
AMBBTC,0.0000027,51.18636274,0.00000199,0.00000201,BINANCE,158.03019137
AMBBTC,0.0000027,51.41273659,0.00000199,0.00000204,HITBTC,158.03019137
AMBBTC,0.00000275,60.04083797,0.00000169,0.00000182,KUCOIN,158.03019137
AMMBTC,6.3e-7,58.19781429,4.3e-7,5.5e-7,HITBTC,1.61044908
AMPBTC,0.00006446,42.66752103,0.00013691,0.00013227,BITFINEX,
AMPLBTC,0.00006501,42.87735818,0.00013653,0.00013828,KUCOIN,2024.46113662
ANKRBTC,0.00000105,56.2856231,6e-7,4.5e-7,BINANCE,962.4423781
ANKRBTC,0.00000105,56.07709806,6e-7,4.8e-7,BITTREX,962.4423781
ANKRBTC,0.00000106,56.15312693,6e-7,4.8e-7,KUCOIN,962.4423781
ANTBTC,0.0004565,,,,BINANCE,2169.87611957
ANTBTC,0.00045657,64.86867967,0.00022808,0.00017532,HITBTC,2169.87611957
ANTBTC,0.00045464,66.0429483,0.00022797,0.0001778,BITFINEX,2169.87611957
ANTBTC,0.00045657,65.07246278,0.00022787,0.00017518,BITTREX,2169.87611957
ANTBTC,0.00045565,,,,HUOBI,2169.87611957
AOABTC,9e-7,40.72304543,8e-7,6.8e-7,KUCOIN,654.52075506
APIXBTC,0.00001131,36.47132926,0.00001951,0.0000132,BITTREX,70.97652745
APMBTC,0.00000354,41.91677805,0.00000846,0.00001791,BITTREX,191.64327364
APMBTC,0.00000351,31.27294881,,,HITBTC,191.64327364
APPCBTC,0.0000046,57.27595143,0.00000423,0.0000043,HITBTC,15.7274172
APPCBTC,0.00000463,56.04581194,0.00000425,0.00000429,BINANCE,15.7274172
APPCBTC,0.00000462,57.34685753,0.00000427,0.0000043,HUOBI,15.7274172
ARBTC,0.00029294,67.77981085,,,BITTREX,222.67790568
ARDRBTC,0.00000625,57.69317096,0.00000549,0.00000557,HITBTC,487.44812312
ARDRBTC,0.00000627,57.04676132,0.00000555,0.00000561,BINANCE,487.44812312
ARDRBTC,0.00000617,55.90082994,0.00000553,0.0000056,POLONIEX,487.44812312
ARDRBTC,0.00000625,56.87794728,0.00000554,0.00000561,BITTREX,487.44812312
ARDRBTC,0.00000631,59.92523664,0.00000555,0.0000056,HUOBI,487.44812312
ARKBTC,0.0000428,51.61727264,0.0000352,0.00003182,BITTREX,271.90999851
ARKBTC,0.00004281,51.54017448,0.00003522,0.00003185,BINANCE,271.90999851
ARNBTC,0.00000131,22.31242357,0.00000876,0.00001293,HITBTC,1.98026974
ARPABTC,0.00000325,53.88285062,0.00000218,0.00000184,BINANCE,1051.60625862
ARPABTC,0.00000325,55.09307582,0.00000219,0.00000183,HUOBI,1051.60625862
ARPABTC,0.00000316,52.3343696,0.00000216,,HITBTC,1051.60625862
ARTBTC,5e-7,42.06078835,9.7e-7,0.00000195,HITBTC,0.06778926
ARTBTC,5.3e-7,40.77021761,9.9e-7,0.00000215,BITTREX,0.06778926
ASIBTC,0.00000618,17.09791257,,,HITBTC,
ASTBTC,0.00001674,60.44692978,0.0000078,0.00000583,HUOBI,1775.66440881
ASTBTC,0.00001723,56.9330674,0.00000761,0.00000565,BITFINEX,1775.66440881
ASTBTC,0.00001666,57.79383508,0.0000076,0.00000571,BINANCE,1775.66440881
ATMBTC,7e-8,62.22355325,3e-8,3e-8,BITFINEX,
ATOBTC,0.00053335,65.28545526,0.00038616,0.00038453,BITFINEX,22701.10367515
ATOMBTC,0.00053834,65.46818133,0.00038813,0.00038421,HUOBI,22701.10367515
ATOMBTC,0.00053595,64.00004307,0.00038521,0.00038266,BITTREX,22701.10367515
ATOMBTC,0.00053455,64.03180784,0.00038531,0.00037583,HITBTC,22701.10367515
ATOMBTC,0.00053733,64.50243021,0.00038504,0.00038254,POLONIEX,22701.10367515
ATOMBTC,0.0005366,63.46523316,0.0003853,0.00038219,BINANCE,22701.10367515
ATOMBTC,0.00053695,63.58830155,0.00038535,0.0003797,KUCOIN,22701.10367515
ATOMBTC,0.000537,63.66486784,0.00038735,0.00038259,COINBASE,22701.10367515
ATPBTC,2.3e-7,52.44347364,2.4e-7,3.5e-7,HUOBI,37.97312295
AUCBTC,0.00002343,56.4283874,0.00001133,0.00000738,BITFINEX,22.21851461
AUCBTC,0.00002384,54.88047746,0.00001192,0.00000779,HITBTC,22.21851461
AUTOBTC,3e-8,52.47070787,3e-8,5e-8,HITBTC,0.00608087
AVABTC,0.00011717,44.24652507,0.00008313,0.00005045,HITBTC,159.34751802
AVABTC,0.000116,30.94779402,,,BINANCE,159.34751802
AVABTC,0.00011601,43.80856695,0.00006973,,POLONIEX,159.34751802
AVABTC,0.00011648,43.63954347,0.00008345,0.00005733,KUCOIN,159.34751802
AVTBTC,0.00001998,49.42468609,0.00001635,0.00001477,BITFINEX,2.52197946
AXPRBTC,5.3e-7,55.34542746,4.3e-7,4.5e-7,HITBTC,3.91336482
AXPRBTC,4.4e-7,48.33701238,4.3e-7,4.3e-7,KUCOIN,3.91336482
AYABTC,8.5e-7,31.63471756,0.00000114,,HITBTC,5.24530862
BABBTC,0.024469,42.5399298,0.02626168,0.02824998,BITFINEX,118641.5550975
BALBTC,0.00213753,,,,HUOBI,5413.03345701
BALBTC,0.0021323,64.99962179,,,BINANCE,5413.03345701
BANCABTC,1e-8,44.48153388,1e-8,1e-8,HITBTC,3.80122355
BANDBTC,0.00110024,,,,COINBASE,11739.63646255
BANDBTC,0.00109925,,,,HUOBI,11739.63646255
BANDBTC,0.00109933,60.67051496,0.00046864,0.00030081,BINANCE,11739.63646255
BATBTC,0.00003223,67.2101864,0.00002527,0.0000251,BITTREX,29493.06133473
BATBTC,0.00003227,67.35177276,0.00002527,0.0000251,BINANCE,29493.06133473
BATBTC,0.00003231,67.79998157,0.00002527,0.00002509,POLONIEX,29493.06133473
BATBTC,0.00003243,67.6518287,0.00002531,0.00002513,BITFINEX,29493.06133473
BATBTC,0.00003242,67.1315761,0.00002538,,GEMINI,29493.06133473
BATBTC,0.00003241,67.65957451,0.00002528,0.0000251,HITBTC,29493.06133473
BATBTC,0.00003227,67.36133658,0.00002545,0.00002521,HUOBI,29493.06133473
BAXBTC,1e-8,33.66142483,1e-8,1e-8,KUCOIN,11.4072941
BCDBTC,0.0000671,33.30805381,0.00007501,0.00007421,HITBTC,539.38556683
BCDBTC,0.00006904,40.59046056,0.00007496,0.00007851,KUCOIN,539.38556683
BCDBTC,0.00006733,35.00348649,0.00007498,0.00007591,BINANCE,539.38556683
BCDBTC,0.0000675,27.66275377,0.00014949,0.00019928,HUOBI,539.38556683
BCHABCBTC,0.024469,42.31400023,0.02626375,0.02824704,KUCOIN,
BCHABCBTC,0.02448287,42.0777994,0.02626138,0.02825817,POLONIEX,
BCHBTC,0.02446,42.14170998,0.02626135,0.02836067,COINBASE,118641.5550975
BCHBTC,0.02452,42.49093539,0.02625857,0.02823696,GEMINI,118641.5550975
BCHBTC,0.02441,42.08500552,0.02641001,0.02858114,BITFLYER,118641.5550975
BCHBTC,0.02446599,42.13145566,0.02626324,0.02836623,BITSTAMP,118641.5550975
BCHBTC,0.024467,41.1973215,0.02623852,0.02831671,HUOBI,118641.5550975
BCHBTC,0.02449729,42.49135675,0.02626258,0.02835706,BITTREX,118641.5550975
BCHBTC,0.024466,42.33923453,0.02626527,0.02861387,HITBTC,118641.5550975
BCHBTC,0.02447287,42.45095396,0.0261954,0.02812228,THEROCKTRADING,107248.95824174
BCHBTC,0.024468,42.2680183,0.02620916,0.02887896,BINANCE,118641.5550975
BCHBTC,0.024555,45.38766292,0.02624351,0.18544043,CEXIO,107248.95824174
BCHSVBTC,0.01689407,33.59595998,0.01974297,0.02050118,POLONIEX,
BCNBTC,2e-8,42.19916859,2e-8,3e-8,HITBTC,4.26263328
BCPTBTC,0.00000253,52.07017895,0.00000244,0.00000268,HITBTC,15.18968998
BCPTBTC,0.00000254,51.63802714,0.00000244,0.00000259,BINANCE,15.18968998
BCVBTC,3.1e-7,43.75603801,4e-7,6.5e-7,HUOBI,6.41395881
BCXBTC,4e-8,32.18876632,5e-8,7e-8,HUOBI,0.2065318
BDGBTC,1.1e-7,49.26647544,1e-7,1.3e-7,HITBTC,0.03666952
BDPBTC,8.6e-7,49.95346608,0.00000101,,HITBTC,128.31275195
BEAMBTC,0.0000463,51.9625937,0.00004457,0.00005065,BINANCE,990.35642241
BEPROBTC,1.4e-7,52.03418085,1.1e-7,1.2e-7,KUCOIN,31.89470147
BERRYBTC,3e-8,51.93752597,3e-8,4e-8,HITBTC,0.00081228
BESTBTC,0.00000809,48.51426053,0.00000908,0.00000914,BITPANDAPRO,0.42244536
BETBTC,0.00000188,55.35946178,0.00000137,0.00000167,HITBTC,18.6520497
BFTBTC,8.1e-7,47.46692705,8.4e-7,0.00000103,HUOBI,51.64149167
BFTBTC,7.8e-7,44.61056421,8.5e-7,0.00000106,BITTREX,51.64149167
BHDBTC,0.000394,35.3450059,0.00063446,0.00067873,HUOBI,300.64241346
BHTBTC,0.00001452,63.60739774,0.00001309,0.00001154,HUOBI,79.77941986
BIFIBTC,8e-8,58.49480633,9e-8,1.3e-7,HUOBI,1.31275706
BIXBTC,0.00000786,41.55742537,0.00000956,0.00001152,HUOBI,215.27929013
BIZZBTC,0.00006495,49.10154508,,,HITBTC,5.29247772
BKBTBTC,6e-8,52.26744856,6e-8,6e-8,HUOBI,1.49668095
BLKBTC,0.00000448,49.57671292,0.0000043,0.00000446,BITTREX,1.32795505
BLOCBTC,3e-8,50.78106289,3e-8,6e-8,BITTREX,0.00079313
BLOCKBTC,0.00011102,46.34432332,0.00012625,0.00013612,BITTREX,1.48211453
BLTVBTC,2e-7,41.23720313,5.1e-7,0.00000115,BITTREX,
BLZBTC,0.00001005,51.77643488,0.0000064,0.00000492,BINANCE,235.56358944
BLZBTC,0.00001004,51.88409234,0.00000646,0.00000496,HUOBI,235.56358944
BLZBTC,0.00000998,54.83719036,0.00000596,0.00000471,HITBTC,235.56358944
BMCBTC,0.00000316,41.7903045,0.00000485,0.00000821,HITBTC,0.00008025
BMHBTC,2e-8,64.19451783,2e-8,4e-8,HITBTC,0.02861558
BNBBTC,0.0018902,48.27317876,0.00188032,0.00194023,HITBTC,19187.67309691
BNBBTC,0.0018898,47.92945267,0.00188237,0.00194308,BINANCE,19187.67309691
BNBBTC,0.0018883,47.80754583,0.00188156,0.00194519,KUCOIN,19187.67309691
BNKBTC,1.3e-7,38.10290517,1.7e-7,1.8e-7,HITBTC,0.15172306
BNSBTC,0.00000706,55.91714776,,,KUCOIN,51.06257618
BNTBTC,0.000175,49.75491328,0.00013313,0.00009956,BINANCE,7074.25689347
BNTBTC,0.00017461,49.602536,0.00013316,0.00009974,BITTREX,7074.25689347
BNTBTC,0.00017576,49.29318383,0.00013659,0.00010211,BITFINEX,7074.25689347
BNTBTC,0.00015867,47.87211072,0.00012717,0.0000962,HITBTC,7074.25689347
BNTBTC,0.000178,50.23284355,0.00013389,0.00009995,POLONIEX,7074.25689347
BOABTC,0.00000549,34.02515614,0.00000688,,BITTREX,42.25924803
BOLTBTC,4e-7,61.39655148,2.8e-7,3.6e-7,KUCOIN,64.4378654
BORABTC,0.00000324,52.09669693,0.00000285,0.00000289,BITTREX,168.66814928
BOSBTC,4.1e-7,26.93042774,9.4e-7,0.00000206,HITBTC,7.24639336
BOXBTC,0.0000015,30.69307661,0.00000334,0.00000452,HITBTC,14.23820913
BOXBTC,2.9e-7,50.67649289,3e-7,3.6e-7,BITFINEX,14.23820913
BOXBTC,2.7e-7,40.59218496,3.1e-7,3.6e-7,HUOBI,14.23820913
BPTBTC,0.00000245,60.19107806,0.00000244,0.00000299,KUCOIN,1.14073446
BQXBTC,0.00001381,46.37170736,0.00001033,0.00000843,BINANCE,
BQXBTC,0.00001374,48.99302334,0.00000987,0.00000876,HITBTC,
BRDBTC,0.00001213,50.41956014,0.00001327,0.00001673,BINANCE,99.52151314
BRDBTC,0.00001214,50.49165513,0.00001329,0.00001695,HITBTC,99.52151314
BRDGBTC,5.3e-7,54.30085694,2.2e-7,1.4e-7,HITBTC,2.35199509
BRZBTC,0.00001504,39.33604709,0.00001957,,BITTREX,51.55150599
BSTBTC,0.00000738,33.80863826,0.00003196,,HITBTC,0.07630542
BSVBTC,0.016876,33.9742365,0.01973573,0.02049667,HITBTC,68306.31780736
BSVBTC,0.016875,33.761334,0.01974341,0.02050325,KUCOIN,68306.31780736
BSVBTC,0.016804,33.97124957,0.01973854,0.02050213,BITFINEX,68306.31780736
BSVBTC,0.016878,33.28650355,0.01966159,0.02043671,HUOBI,68306.31780736
BSVBTC,0.01690882,34.03041721,0.01973512,0.02049223,BITTREX,68306.31780736
BTBBTC,2.1e-7,50.92952255,,,HITBTC,54.19392651
BTC04U2020,11649.38,,,,HUOBI,
BTC1SUSDT,7.799,43.4126254,,,HUOBI,
BTC25U2020,11732.04,51.98087998,10285.99702833,9538.43027888,HUOBI,
BTC25Z2020,11941.11,52.16343826,,,HUOBI,
BTC28Q2020,11630.13,,,,HUOBI,
BTC3LUSDT,16.7043,49.88804366,,,HUOBI,
BTC3SUSDT,4.5343,,,,HUOBI,
BTCAUD,16390.01,51.33326832,,,BINANCE,
BTCBBTC,1.01021,52.13379495,1.00437444,,HITBTC,0.16464827
BTCBIDR,175190000,59.64631115,,,BINANCE,
BTCBKRW,13771350,56.8197297,11976927.37501219,,BINANCE,
BTCBNB,527.20829923,50.85868575,,,POLONIEX,
BTCBRL,65700.00315,65.00131587,54098.3072113,48678.3748136,MERCADO,
BTCBTC,1,100,1,1,BITFINEX,1902919.96130462
BTCBUSD,11598.73711206,54.02246365,,,POLONIEX,1909.50571744
BTCBUSD,11496.38,52.03633316,9557.1325814,,HITBTC,1909.50571744
BTCBUSD,11608.08,54.29244126,10118.60742281,9438.4530691,BINANCE,1909.50571744
BTCCHF,10606.48,54.18669057,9283.61375159,,BITPANDAPRO,
BTCCNHT,81463,56.56716779,68053.75970651,,BITFINEX,
BTCDAI,11553.96697679,54.92465277,10045.41720508,,POLONIEX,
BTCDAI,11557.54,55.65222322,10002.37783144,9328.38667777,HITBTC,
BTCDAI,11538.65,,,,BINANCE,
BTCDAI,11599,56.10306108,10003.64043667,9309.42634839,KUCOIN,
BTCDOMF0USTF0,99.232,50.89653684,104.5585443,,BITFINEX,
BTCDOWNUSDT,5.628,42.97567703,9.11435851,,BINANCE,
BTCEOSDT,11647.51,54.46828048,10151.03571117,9486.36172757,HITBTC,
BTCEUR,9860.7,54.79982582,8806.11994777,8319.89318592,COINBASE,
BTCEUR,9843.2,54.17032111,8803.13002702,8319.01200568,BITFINEX,
BTCEUR,9841.583,54.02815797,8753.40280737,,BITTREX,
BTCEUR,9713,51.59054561,8814.13958991,8351.07106579,COINFLOOR,
BTCEUR,9845,54.21548317,8810.98506284,8326.45203761,CEXIO,
BTCEUR,9852.4,54.41873791,8810.28445495,8363.52695339,BITPANDAPRO,
BTCEUR,9839.01,53.97022824,8810.75631613,8354.59219882,OKCOIN,
BTCEUR,9951.45,56.58270611,8838.63191462,8351.39884304,THEROCKTRADING,
BTCEUR,9857.93,54.58846413,8809.03781386,8322.25181257,BITSTAMP,
BTCEUR,9892.39,54.61951805,8870.01938477,8289.47218428,BINANCE,
BTCEURS,9961.6,62.71378367,8204.9280389,8255.87583545,OKCOIN,
BTCEURS,9962.31,55.1309306,8864.35112552,8372.34226517,HITBTC,
BTCF0USTF0,11601,54.45386842,10113.04396958,9490.77836319,BITFINEX,
BTCGBP,8875.87101346,53.90981119,7915.46043423,7417.73655121,BITFINEX,
BTCGBP,8880.58,53.92890993,,,BITSTAMP,
BTCGBP,8888.64,54.11666533,7928.89044924,7427.75567657,COINBASE,
BTCGBP,8898,54.17049694,7926.18727218,7428.54037696,COINFLOOR,
BTCGBP,8915.1,54.46591184,7943.89100498,7449.57433511,CEXIO,
BTCGBP,8921.49,53.96424556,,,BINANCE,
BTCGUSD,11611.12,54.26360863,10029.18719508,9336.87354801,HITBTC,
BTCHUSD,11608.01,54.08462518,10127.20128544,9416.45093621,HUOBI,
BTCIDR,171645413,55.59918282,147353305.79683885,136842223.34051302,BITFINEX,
BTCIDRT,175061812,59.61740288,149573842.7492132,,BINANCE,
BTCINR,869896.12,54.93657108,754291.90706025,698729.72098427,BITFINEX,
BTCJPY,1227900,53.6134168,1080179.0883045,1010660.33115576,BITFINEX,
BTCJPY,1229298,53.88102239,1080781.30038419,1010850.95039889,BITFLYER,
BTCJPY1W,1227540,54.58225771,1073388.73937495,1005086.14659523,BITFLYER,
BTCJPY2W,1239120,56.3908585,1069389.22062324,1000895.88752546,BITFLYER,
BTCJPY3M,1224330,53.19798678,1077976.92198533,1008987.4002957,BITFLYER,
BTCKRW,13765000,58.55375576,12021167.13593388,11214744.97255271,BITHUMB,
BTCKRW,13778000,59.13546036,12021211.20016349,11194900.12391413,KORBIT,
BTCMXN,255460.49,52.09815683,226371.41706317,207688.86296364,BITSO,
BTCMYR,48522.369,53.89547187,42653.41653113,39766.7025271,BITFINEX,
BTCNGN,5532723,58.19665779,4575441.74534987,4054134.4234246,BINANCE,
BTCPAX,11608.5,54.28373283,10118.48020755,9404.42806349,BINANCE,
BTCPAX,11600.3,53.79591457,10115.80996893,9413.36343197,KUCOIN,
BTCPAX,11579.73,53.98314924,,,BITSTAMP,
BTCPAX,11603.74923164,54.26435548,10020.6326475,,POLONIEX,
BTCPAX,11608.33,54.47350219,10117.57442244,9400.29665084,HITBTC,
BTCRUB,887919.9,61.6204281,736516.92183599,673927.29883527,CEXIO,
BTCRUB,871732,60.40147361,726715.21981623,653124.86072803,BINANCE,
BTCSHORTUSDT,5546.181,37.98215215,,,HITBTC,
BTCTHB,366675.38,57.71237768,315239.88865553,294019.19255397,BITFINEX,
BTCTRY,85126.0465,57.60246621,70183.80160078,63373.94285595,BITFINEX,
BTCTRY,86794,58.8945645,71421.68294734,63108.0989892,BINANCE,
BTCTUSD,11607.34,54.36041289,10117.26893679,9402.76733232,BINANCE,237.56186192
BTCTUSD,11586.2,54.13545829,10109.74752311,9410.42328312,KUCOIN,237.56186192
BTCTUSD,11615.15,54.36686695,10116.01362657,9417.16808857,HITBTC,237.56186192
BTCUAH,321000,56.40707235,,,BINANCE,
BTCUPUSDT,12.21,48.96768248,10.18732218,,BINANCE,
BTCUSD,11615.45,54.34762004,10121.83323387,9421.67500842,BITTREX,22069084661.3958
BTCUSD,11609.07,54.27532121,10119.88974844,9419.35410962,COINBASE,22069084661.3958
BTCUSD,11605.5,54.1541453,10119.82714712,9408.48975875,BYBIT,22069084661.3958
BTCUSD,11605.45,54.02548694,10128.68879115,9421.44487107,OKCOIN,22069084661.3958
BTCUSD,11613.73,54.32639848,10123.01163084,9421.86019803,GEMINI,22069084661.3958
BTCUSD,11604.32,54.24339373,10119.50060047,9418.86288628,BITSTAMP,22069084661.3958
BTCUSD,11611,54.23081869,10123.71456814,9425.97899621,BITFINEX,22069084661.3958
BTCUSD,11613.5,54.6223747,10133.34493105,9435.89532369,CEXIO,20196793937.5422
BTCUSDC,11609.88,54.33532334,10118.9336211,9400.06291319,BINANCE,
BTCUSDC,11608.18961,54.40301661,10117.87734531,9395.97219427,HITBTC,
BTCUSDC,11599.92329771,54.11501265,10117.88854294,9417.12600551,POLONIEX,
BTCUSDC,11610.26,54.30284149,10119.83101454,9414.55009798,COINBASE,
BTCUSDC,11601,54.02964519,10118.82596747,9414.58471102,KUCOIN,
BTCUSDIDX,11607.882,54.24843125,10120.13676589,9419.45213983,OKCOIN,
BTCUSDJ,11516.31000255,52.87928754,10031.4966168,,POLONIEX,
BTCUSDT,11602.64,54.19414795,10123.9730881,9418.82575899,HUOBI,
BTCUSDT,11603.82,54.43203135,10114.2892113,9414.54943081,BINANCE,
BTCUSDT,11603.6,54.41770921,10113.9395174,9414.57317492,KUCOIN,
BTCUSDT,11605.71051469,54.44474897,10113.9257213,9414.54115209,POLONIEX,
BTCUSDT,11603.61,54.39630067,10114.46401816,9414.87445429,HITBTC,
BTCUSDT,11609.1,56.56710746,10059.04630629,9434.14379178,OKCOIN,
BTCUSDT,11600,54.28033948,10000.3803526,,BYBIT,
BTCUSDT,11608.689,54.52385807,10114.61305744,9415.11817945,BITTREX,
BTCUSDTPERP,11609.09,54.37344177,10118.48680806,9441.50999886,BINANCE,
BTCUST,11604,54.40183339,10113.0290418,9398.37418616,BITFINEX,
BTCXCH,10646,57.94403535,9270.71948359,8952.3949643,BITFINEX,
BTCXRP,41465.84,50.59397572,43736.52666493,42115.01098611,THEROCKTRADING,
BTCZAR,212209,56.00188938,182900.64038135,,BINANCE,
BTEBTC,0.00152933,49.17319556,,,BITTREX,
BTGBTC,0.000921,52.02517136,0.00095342,0.00103677,BINANCE,1077.60991769
BTGBTC,0.0009193,46.89970206,0.00097601,0.00105141,HITBTC,1077.60991769
BTGBTC,0.0009171,46.39423015,0.00098049,0.00105428,BITFINEX,1077.60991769
BTGBTC,0.000918,50.95454469,0.00096142,0.00104293,HUOBI,1077.60991769
BTMBTC,0.00001081,67.06440065,0.00000857,0.00000865,HITBTC,6231.15254093
BTMBTC,0.00001093,65.33545084,0.00000864,0.00000885,HUOBI,6231.15254093
BTMBTC,0.00001101,68.26123076,0.00000859,0.00000883,KUCOIN,6231.15254093
BTMBTC,0.00001092,67.48748498,0.00000861,0.00000885,BITTREX,6231.15254093
BTSBTC,0.00000259,51.46441388,0.0000025,0.00000267,HITBTC,957.5532276
BTSBTC,0.00000261,51.56132448,0.00000252,0.00000276,BITTREX,957.5532276
BTSBTC,0.00000259,50.74326668,0.00000251,0.00000267,HUOBI,957.5532276
BTSBTC,0.0000026,51.6211539,0.00000251,0.00000267,BINANCE,957.5532276
BTSBTC,0.00000259,50.96194686,0.00000251,0.00000267,POLONIEX,957.5532276
BTSEBTC,0.00024804,72.33770919,,,BITFINEX,52.70320033
BTTBTC,3e-8,43.97713202,4e-8,5e-8,BITFINEX,2216.26632645
BTTBTC,4e-8,44.4162433,4e-8,4e-8,HITBTC,2216.26632645
BTTBTC,4e-8,44.98676179,4e-8,4e-8,KUCOIN,2216.26632645
BTTBTC,4e-8,44.59632371,4e-8,4e-8,HUOBI,2216.26632645
BTTBTC,3e-8,41.19062767,4e-8,4e-8,BITTREX,2216.26632645
BTUBTC,0.00002926,41.53584518,0.00003705,0.00003407,BITTREX,17.48385578
BTXBTC,0.00002388,55.9280087,0.00002233,0.00002508,HITBTC,0.01832361
BUBTC,3.5e-7,49.38272996,4e-7,6.8e-7,KUCOIN,3.01008198
BURSTBTC,4.1e-7,42.04836075,4.8e-7,4.9e-7,BITTREX,4.51268206
BUTBTC,1.1e-7,45.64985855,1.3e-7,1.5e-7,HUOBI,4.70561051
BWXBTC,0.0000067,56.16259127,0.0000051,0.00000553,BITTREX,53.27169323
BYTZBTC,1e-8,37.18448527,1e-8,2e-8,HITBTC,
C20BTC,0.00006055,50.04844934,0.00005743,0.0000572,HITBTC,0.59915067
CAGBTC,0.00001331,54.62765178,0.0000095,0.00000904,KUCOIN,2.1362872
CAPPBTC,1.8e-7,50.00250682,1.6e-7,1.6e-7,KUCOIN,2.469419
